"professorName","department","sourceSystem","sourceUrl","externalId","averageRating","reviewCount","difficultyRating","wouldTakeAgainPercent","capturedAt"
"Gary A. Mirka","Industrial and Manufacturing Systems Engineering; Professor of Agricultural and Biosystems Engineering; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Gary C. White","Music and Theatre; Distinguished Professor in Liberal Arts and Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Gary D. Phye","School of Education; Emeritus Professor of Psychology","RATE_MY_PROFESSORS","","","","","","",""
"Gary D. Taylor","Urban Planning and Development","RATE_MY_PROFESSORS","","","","","","",""
"Gary J. Ockey","English","RATE_MY_PROFESSORS","","","","","","",""
"Gary James Atchison","Natural Resource Ecology and Management; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Gary L. Tuttle","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Gary L. Wells","Psychology; Distinguished Professor in Liberal Arts and Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Gary Lyn","Economics","RATE_MY_PROFESSORS","","","","","","",""
"Gary Lynn Hightshoe","Landscape Architecture","RATE_MY_PROFESSORS","","","","","","",""
"Gary M. Lieberman","Mathematics","RATE_MY_PROFESSORS","","","","","","",""
"Gary M. Tartakov","Art and Visual Culture","RATE_MY_PROFESSORS","","","","","","",""
"Gary P. Munkvold","Plant Pathology, Entomology, and Microbiology","RATE_MY_PROFESSORS","","","","","","",""
"Gary Sawyer","Greenlee School of Journalism and Communication","RATE_MY_PROFESSORS","","","","","","",""
"Gary T. Leavens","Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Gavin Sacks","Food Science and Human Nutrition","RATE_MY_PROFESSORS","","","","","","",""
"Gayle B. Brown","Veterinary Microbiology and Preventive Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Gayle Joanne Luze","Human Development and Family Studies","RATE_MY_PROFESSORS","","","","","","",""
"Geetu Tuteja","Genetics, Development, and Cell Biology","RATE_MY_PROFESSORS","","","","","","",""
"Gene Rouse","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"Gene S. Takle","Agronomy; Emeritus Professor of Earth, Atmosphere, and Climate; Emeritus Professor of Aerospace Engineering; Charles F","RATE_MY_PROFESSORS","","","","","","",""
"Genevieve P. Keller","Landscape Architecture","RATE_MY_PROFESSORS","","","","","","",""
"George A. Kraus","Chemistry; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"George Archer","Philosophy and Religious Studies","RATE_MY_PROFESSORS","","","","","","",""
"George Brant","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"George Fahey","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"George G. Karas","Psychology; Associate","RATE_MY_PROFESSORS","","","","","","",""
"George Gordon Brown","Ecology, Evolution, and Organismal Biology","RATE_MY_PROFESSORS","","","","","","",""
"George O. Strawn","Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"George Paul Work","Music and Theatre","RATE_MY_PROFESSORS","","","","","","",""
"George Traian Amariucai","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Georgeanne Artz","Economics","RATE_MY_PROFESSORS","","","","","","",""
"Gerald Arey Miller","Agronomy; Emeritus Associate","RATE_MY_PROFESSORS","","","","","","",""
"Gerald B. Sheble","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Gerald E. Parsons","Agricultural Education and Studies","RATE_MY_PROFESSORS","","","","","","",""
"Gerald M. Colver","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"German Valencia","Physics and Astronomy","RATE_MY_PROFESSORS","","","","","","",""
"Ghinwa Alameen","World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"Giancarlo Moschini","Economics; Charles F","RATE_MY_PROFESSORS","","","","","","",""
"Gianfranco Ciardo","Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Gil Depaula","Economics","RATE_MY_PROFESSORS","","","","","","",""
"Ginka Borisova","Finance","RATE_MY_PROFESSORS","","","","","","",""
"Giovani Trevisan","Veterinary Diagnostic and Production Animal Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Gitanjali Prabhu","Food Science and Human Nutrition","RATE_MY_PROFESSORS","","","","","","",""
"Glen Ritchie","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Glenn L. Schrader","Chemical and Biological Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Glenn R. Luecke","Mathematics; Emeritus Professor of Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Gloria J. Betcher","English","RATE_MY_PROFESSORS","","","","","","",""
"Gloria Jones-Johnson","Sociology and Criminal Justice; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Gloria K. Starns","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Goce Trajcevski","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Gong-Soog Hong","Human Development and Family Studies","RATE_MY_PROFESSORS","","","","","","",""
"Gordon B. Haxel","Earth, Atmosphere, and Climate","RATE_MY_PROFESSORS","","","","","","",""
"Gordon E. Bivens","Human Development and Family Studies; Mary B","RATE_MY_PROFESSORS","","","","","","",""
"Gordon J. Jr. Miller","Chemistry","RATE_MY_PROFESSORS","","","","","","",""
"Grace S. Marquis","Food Science and Human Nutrition","RATE_MY_PROFESSORS","","","","","","",""
"Grant Alan Dewell","Veterinary Diagnostic and Production Animal Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Grant Arndt","World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"Greg Curtzwiler","Food Science and Human Nutrition","RATE_MY_PROFESSORS","","","","","","",""
"Greg Martin","Biomedical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Gregory J. Wool",,"RATE_MY_PROFESSORS","","","","","","",""
"Gregory L. Geoffroy","Chemistry; Emeritus President","RATE_MY_PROFESSORS","","","","","","",""
"Gregory L. Tylka","Plant Pathology, Entomology, and Microbiology; Morrill Professor","RATE_MY_PROFESSORS","","","","","","",""
"Gregory M. Maxwell","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Gregory Scott Miller","Agricultural Education and Studies; Emeritus Professor of School of Education","RATE_MY_PROFESSORS","","","","","","",""
"Gregory W. Courtney","Plant Pathology, Entomology, and Microbiology; Professor of Ecology, Evolution, and Organismal Biology","RATE_MY_PROFESSORS","","","","","","",""
"Gregory W. Stevenson","Veterinary Diagnostic and Production Animal Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Gregory Wayne Oakes","Music and Theatre","RATE_MY_PROFESSORS","","","","","","",""
"Gregory Welk","Kinesiology and Health","RATE_MY_PROFESSORS","","","","","","",""
"Gretchen A. Mosher","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Grit Sadtler","Industrial Design","RATE_MY_PROFESSORS","","","","","","",""
"Guedeyi Hayatou","World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"Guilherme Mederios-Depaula","Economics","RATE_MY_PROFESSORS","","","","","","",""
"Guimin Zheng","Political Science","RATE_MY_PROFESSORS","","","","","","",""
"Gulbahar Beckett","English","RATE_MY_PROFESSORS","","","","","","",""
"Gunnar Kramer","Natural Resource Ecology and Management","RATE_MY_PROFESSORS","","","","","","",""
"Guowen Song","Apparel, Events, and Hospitality Management","RATE_MY_PROFESSORS","","","","","","",""
"Gurpur M. Prabhu","Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Gustavo De-Sousa-E-Silva","Veterinary Diagnostic and Production Animal Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Gustavo Macintosh","Biochemistry, Biophysics, and Molecular Biology","RATE_MY_PROFESSORS","","","","","","",""
"Guy Gary Helmer","Practice, Information Systems and Business Analytics","RATE_MY_PROFESSORS","","","","","","",""
"Gwyn A. Beattie","Plant Pathology, Entomology, and Microbiology","RATE_MY_PROFESSORS","","","","","","",""
"Hailiang Liu","Mathematics","RATE_MY_PROFESSORS","","","","","","",""
"Hala Farouk Bastawros","Genetics, Development, and Cell Biology","RATE_MY_PROFESSORS","","","","","","",""
"Halil Ceylan","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Hamed Yekita","Interior Design","RATE_MY_PROFESSORS","","","","","","",""
"Han Gao","Aerospace Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Han Na Lee","Psychology","RATE_MY_PROFESSORS","","","","","","",""
"Hans Klein-Hewett","Landscape Architecture","RATE_MY_PROFESSORS","","","","","","",""
"Hanwook Chung","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Haozhe Chen","Supply Chain Management","RATE_MY_PROFESSORS","","","","","","",""
"Harry Butler","Sociology and Criminal Justice","RATE_MY_PROFESSORS","","","","","","",""
"Harry Cohen","Sociology and Criminal Justice","RATE_MY_PROFESSORS","","","","","","",""
"Harry T. Jr. Horner","Genetics, Development, and Cell Biology; Emeritus Professor of Ecology, Evolution, and Organismal Biology","RATE_MY_PROFESSORS","","","","","","",""
"Hartanto Wibowo","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Harvey E. Lapan","Economics; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Harvey H. Joanning","Human Development and Family Studies","RATE_MY_PROFESSORS","","","","","","",""
"Heather Anne Bolles","Mathematics","RATE_MY_PROFESSORS","","","","","","",""
"Heather L. Rouse","Human Development and Family Studies","RATE_MY_PROFESSORS","","","","","","",""
"Heather ???Donoho","Practice, Human Development and Family Studies","RATE_MY_PROFESSORS","","","","","","",""
"Hee-Kwon Ahn","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Heidi Asbjornsen","Natural Resource Ecology and Management","RATE_MY_PROFESSORS","","","","","","",""
"Heidi M. Hohmann","Landscape Architecture","RATE_MY_PROFESSORS","","","","","","",""
"Heimir Geirsson","Philosophy and Religious Studies","RATE_MY_PROFESSORS","","","","","","",""
"Helen Hannay Jensen","Economics","RATE_MY_PROFESSORS","","","","","","",""
"Helen Margaret Fretwell","Physics and Astronomy","RATE_MY_PROFESSORS","","","","","","",""
"Helle Bunzel","Economics","RATE_MY_PROFESSORS","","","","","","",""
"Henry Bert Crawley","Physics and Astronomy","RATE_MY_PROFESSORS","","","","","","",""
"Henry Glenn Taber","Horticulture","RATE_MY_PROFESSORS","","","","","","",""
"Henry John III Duwe","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Herman C. Quirmbach","Economics","RATE_MY_PROFESSORS","","","","","","",""
"Hilary Seo","Library Services","RATE_MY_PROFESSORS","","","","","","",""
"Holly J. Lipsey","Kinesiology and Health","RATE_MY_PROFESSORS","","","","","","",""
"Holly S. Bender","Veterinary Pathology; Morrill Professor","RATE_MY_PROFESSORS","","","","","","",""
"Holly Streeter-Schaefer","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Hongli Feng","Economics","RATE_MY_PROFESSORS","","","","","","",""
"Hongqing Guo","Genetics, Development, and Cell Biology","RATE_MY_PROFESSORS","","","","","","",""
"Hongwei Xin","Agricultural and Biosystems Engineering; Emeritus Professor of Animal Science; Charles F","RATE_MY_PROFESSORS","","","","","","",""
"Hongwei Zhang","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Hongyang Gao","Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Horabail Venkatagiri","Psychology","RATE_MY_PROFESSORS","","","","","","",""
"Howard A. Levine","Mathematics; Distinguished Professor in Liberal Arts and Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Howard David Tyler","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"Howard E. Vanauken","Management and Entrepreneurship; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Hua Bai","Genetics, Development, and Cell Biology","RATE_MY_PROFESSORS","","","","","","",""
"Hua Sun","Finance","RATE_MY_PROFESSORS","","","","","","",""
"Huaiqing Wu","Statistics","RATE_MY_PROFESSORS","","","","","","",""
"Hugo F. Franzen","Chemistry","RATE_MY_PROFESSORS","","","","","","",""
"Hugo Salgado","World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"Hugo Villegas Pico","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Hui Feng","Marketing","RATE_MY_PROFESSORS","","","","","","",""
"Hui Hu","Aerospace Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Huifang Mao","Marketing","RATE_MY_PROFESSORS","","","","","","",""
"Huiwon Lim","Graphic Design","RATE_MY_PROFESSORS","","","","","","",""
"Ian C. Schneider","Chemical and Biological Engineering; Associate Professor of Genetics, Development, and Cell Biology","RATE_MY_PROFESSORS","","","","","","",""
"Ian Dobson","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Ian Williams","Earth, Atmosphere, and Climate","RATE_MY_PROFESSORS","","","","","","",""
"Iddo Friedberg","Veterinary Microbiology and Preventive Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Igor Beresnev","Earth, Atmosphere, and Climate","RATE_MY_PROFESSORS","","","","","","",""
"Igor Ivan Slowing","Chemistry","RATE_MY_PROFESSORS","","","","","","",""
"Igor Khalandovskiy","Practice, Industrial Design","RATE_MY_PROFESSORS","","","","","","",""
"Ileana Maldonado-Bautista","Management and Entrepreneurship","RATE_MY_PROFESSORS","","","","","","",""
"Ilker Karaca","Practice, Finance","RATE_MY_PROFESSORS","","","","","","",""
"In Jeong Hwang","Human Development and Family Studies","RATE_MY_PROFESSORS","","","","","","",""
"In-Ho Cho","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Indira Kudva","Veterinary Microbiology and Preventive Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Ingrid M. Lilligren","Art and Visual Culture","RATE_MY_PROFESSORS","","","","","","",""
"Inya Nlenanya","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Irene Jacqz","Economics","RATE_MY_PROFESSORS","","","","","","",""
"Irmgard M. Schewe-Miller","Chemistry","RATE_MY_PROFESSORS","","","","","","",""
"Irvin R. Hentzel","Mathematics","RATE_MY_PROFESSORS","","","","","","",""
"Isabel Mcwilliams","Art and Visual Culture","RATE_MY_PROFESSORS","","","","","","",""
"Isabel Turney Harris","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"Isha Chawla","Human Development and Family Studies","RATE_MY_PROFESSORS","","","","","","",""
"Iver Eric Anderson","Materials Science and Engineering","RATE_MY_PROFESSORS","","","","","","",""
"J. Arne Hallam","Economics; Senior Associate","RATE_MY_PROFESSORS","","","","","","",""
"J. Gordon Jr. Arbuckle","Sociology and Criminal Justice","RATE_MY_PROFESSORS","","","","","","",""
"J. Herman Blake","School of Education; Emeritus Professor of Sociology and Criminal Justice","RATE_MY_PROFESSORS","","","","","","",""
"J. Timothy Keller","Landscape Architecture","RATE_MY_PROFESSORS","","","","","","",""
"JAMES C. McELROY","Management and Entrepreneurship; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"JAMES D. McCALLEY","Electrical and Computer Engineering; Anson Marston Distinguished Professor in Engineering","RATE_MY_PROFESSORS","","","","","","",""
"JAMES M. McCORMICK","Political Science","RATE_MY_PROFESSORS","","","","","","",""
"JASON G. McCULLOUGH","Mathematics","RATE_MY_PROFESSORS","","","","","","",""
"JENNIFER ANN McCLUNG","English","RATE_MY_PROFESSORS","","","","","","",""
"JIM cROXDALE","Management and Entrepreneurship","RATE_MY_PROFESSORS","","","","","","",""
"JODI McGILL","Veterinary Microbiology and Preventive Medicine","RATE_MY_PROFESSORS","","","","","","",""
"JOHN McCLELLAND","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Jacek Adam Koziel","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Jack C. Dekkers","Animal Science; Charles F","RATE_MY_PROFESSORS","","","","","","",""
"Jack Harold Lutz","Computer Science; Professor of Mathematics","RATE_MY_PROFESSORS","","","","","","",""
"Jack Richard Girton","Biochemistry, Biophysics, and Molecular Biology; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Jackie Willette","Veterinary Clinical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Jacob Dawson","English","RATE_MY_PROFESSORS","","","","","","",""
"Jacob Dodson","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Jacob Gallagher","Kinesiology and Health","RATE_MY_PROFESSORS","","","","","","",""
"Jacob Goheen","Natural Resource Ecology and Management","RATE_MY_PROFESSORS","","","","","","",""
"Jacob Simon","Physics and Astronomy","RATE_MY_PROFESSORS","","","","","","",""
