"professorName","department","sourceSystem","sourceUrl","externalId","averageRating","reviewCount","difficultyRating","wouldTakeAgainPercent","capturedAt"
"Sarah S. Davis","English","RATE_MY_PROFESSORS","","","","","","",""
"Sarah Zenti","Practice, Interior Design","RATE_MY_PROFESSORS","","","","","","",""
"Sarath Babu","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Saul Abarca","Horticulture","RATE_MY_PROFESSORS","","","","","","",""
"Saxon Ryan","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Say K. Ong","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Sayani Maity","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Scott B. Curtis","Naval Science","RATE_MY_PROFESSORS","","","","","","",""
"Scott Fiene","Marketing","RATE_MY_PROFESSORS","","","","","","",""
"Scott Grant Feinstein","Political Science","RATE_MY_PROFESSORS","","","","","","",""
"Scott Heuchelin","Plant Pathology, Entomology, and Microbiology","RATE_MY_PROFESSORS","","","","","","",""
"Scott Johnson","Management and Entrepreneurship and Interim","RATE_MY_PROFESSORS","","","","","","",""
"Scott M. Schlorholtz","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Scott Merkle","Practice in Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Scott Radke","Veterinary Diagnostic and Production Animal Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Scott Samuelson","Practice, Philosophy and Religious Studies","RATE_MY_PROFESSORS","","","","","","",""
"Scott Smalley","Agricultural Education and Studies","RATE_MY_PROFESSORS","","","","","","",""
"Scott W. Hansen","Mathematics","RATE_MY_PROFESSORS","","","","","","",""
"Scott W. Nelson","Biochemistry, Biophysics, and Molecular Biology","RATE_MY_PROFESSORS","","","","","","",""
"Sebastian Braun","World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"Sebastien Feve","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Sedahlia J. Crase","Human Development and Family Studies; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Sekar Raju","Marketing","RATE_MY_PROFESSORS","","","","","","",""
"Senlin Chen","Kinesiology and Health","RATE_MY_PROFESSORS","","","","","","",""
"Sergio H. Lence","Economics","RATE_MY_PROFESSORS","","","","","","",""
"Serguei L. Budko","Physics and Astronomy","RATE_MY_PROFESSORS","","","","","","",""
"Seungmin Lee","Kinesiology and Health","RATE_MY_PROFESSORS","","","","","","",""
"Seyedhamed Sadati","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Shahram Pouya","Aerospace Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Shakil Ahmed","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Shan Hu","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Shan Jiang","Materials Science and Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Shana Moothedath","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Shankar Subramaniam","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Shaoting Pi","Finance","RATE_MY_PROFESSORS","","","","","","",""
"Sharon Kay Drake","Education","RATE_MY_PROFESSORS","","","","","","",""
"Sharron Evans","School of Education; Associate Vice President for Student Affairs","RATE_MY_PROFESSORS","","","","","","",""
"Sharron Sue Quisenberry","Plant Pathology, Entomology, and Microbiology","RATE_MY_PROFESSORS","","","","","","",""
"Shashi K. Gadia","Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Shauna L. Hallmark","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Shawn Bayouth","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Shawn Bearson","Veterinary Microbiology and Preventive Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Shawn Dorius","Sociology and Criminal Justice","RATE_MY_PROFESSORS","","","","","","",""
"Shawna Greene","Veterinary Clinical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Shelby Doyle","Architecture","RATE_MY_PROFESSORS","","","","","","",""
"Shelby L. Schmidt","Mathematics","RATE_MY_PROFESSORS","","","","","","",""
"Shelly Hong","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Sheng Bao","Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Shenglan Zhang","World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"Sherry L. Berghefer","Greenlee School of Journalism and Communication","RATE_MY_PROFESSORS","","","","","","",""
"Shira Zerbib","Mathematics","RATE_MY_PROFESSORS","","","","","","",""
"Shirlee R. Singer","Art and Visual Culture","RATE_MY_PROFESSORS","","","","","","",""
"Shirley Ann Gilmore","Apparel, Events, and Hospitality Management","RATE_MY_PROFESSORS","","","","","","",""
"Shivani Choudhary","Biomedical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Shlomo Gelaki","Mathematics","RATE_MY_PROFESSORS","","","","","","",""
"Shoba Premkumar","Finance","RATE_MY_PROFESSORS","","","","","","",""
"Shraddha Vachhani","Materials Science and Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Shu-Hui H. Chang","Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Shu-Min Huang","World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"Shuang Li","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Shuizhang Fei","Horticulture; Professor of Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Shuyang Qu","Agricultural Education and Studies","RATE_MY_PROFESSORS","","","","","","",""
"Shyam Bahadur","Mechanical Engineering; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Sid Pathak","Materials Science and Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Siddhartha Khaitan","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Sidharth Gs","Aerospace Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Sidner Larson","English","RATE_MY_PROFESSORS","","","","","","",""
"Sigurdur Olafsson","Industrial and Manufacturing Systems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Silvia Carnaccini","Veterinary Diagnostic and Production Animal Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Silvia Cianzio","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Silvina Arias","Plant Pathology, Entomology, and Microbiology","RATE_MY_PROFESSORS","","","","","","",""
"Simanta Mitra","Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Simon Cordery","History","RATE_MY_PROFESSORS","","","","","","",""
"Simon Estes","Music and Theatre","RATE_MY_PROFESSORS","","","","","","",""
"Simon Laflamme","Civil, Construction, and Environmental Engineering; Professor of Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Simone Servado","Aerospace Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Sinem Sonsaat-Hegelheimer","English","RATE_MY_PROFESSORS","","","","","","",""
"Sivalingam Sritharan","Civil, Construction and Environmental Engineering; Assistant","RATE_MY_PROFESSORS","","","","","","",""
"Skyler Rinker","Agricultural Education and Studies","RATE_MY_PROFESSORS","","","","","","",""
"Smaranda ???Andrews","Food Science and Human Nutrition","RATE_MY_PROFESSORS","","","","","","",""
"Soeren A. Prell","Physics and Astronomy","RATE_MY_PROFESSORS","","","","","","",""
"Sojung Lee","Apparel, Events, and Hospitality Management","RATE_MY_PROFESSORS","","","","","","",""
"Soma Chaudhuri","Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Somak Dutta","Statistics","RATE_MY_PROFESSORS","","","","","","",""
"Sonal Padalkar","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Song Xi Chen","Statistics","RATE_MY_PROFESSORS","","","","","","",""
"Songting Luo","Mathematics","RATE_MY_PROFESSORS","","","","","","",""
"Sonja Giles","Music and Theatre","RATE_MY_PROFESSORS","","","","","","",""
"Sonya K. Huffman","Economics","RATE_MY_PROFESSORS","","","","","","",""
"Sophie Pychlau","Management and Entrepreneurship","RATE_MY_PROFESSORS","","","","","","",""
"Sotirios Archontoulis","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Sougata Roy","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Soumik Sarkar","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Sourabh Bhattacharya","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Sreevatsalan Nilakanta","Information Systems and Business Analytics","RATE_MY_PROFESSORS","","","","","","",""
"Sridhar N. Ramaswami","Marketing","RATE_MY_PROFESSORS","","","","","","",""
"Srimoyee Sen","Physics and Astronomy","RATE_MY_PROFESSORS","","","","","","",""
"Sriram Sundararajan","Mechanical Engineering; Interim Assistant Provost for Special Projects; Associate","RATE_MY_PROFESSORS","","","","","","",""
"Stacey Noe","Practice, Economics","RATE_MY_PROFESSORS","","","","","","",""
"Stacey Weber-Feve","World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"Stacy Ann Tye-Williams","English","RATE_MY_PROFESSORS","","","","","","",""
"Stacy Cordery","History","RATE_MY_PROFESSORS","","","","","","",""
"Stacy M. Lindshield","World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"Stanley Martin Yates",,"RATE_MY_PROFESSORS","","","","","","",""
"Stanley R. Johnson","Economics; Charles F","RATE_MY_PROFESSORS","","","","","","",""
"Steen-Henrik Sternberg","Supply Chain Management","RATE_MY_PROFESSORS","","","","","","",""
"Steffen W. Schmidt","Political Science; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Stephanie Clark","Food Science and Human Nutrition","RATE_MY_PROFESSORS","","","","","","",""
"Stephanie Jung","Food Science and Human Nutrition","RATE_MY_PROFESSORS","","","","","","",""
"Stephanie L. Hansen","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"Stephanie Madon","Psychology","RATE_MY_PROFESSORS","","","","","","",""
"Stephanie Shipp","Statistics","RATE_MY_PROFESSORS","","","","","","",""
"Stephanie Telek","Veterinary Clinical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Stephen B. Vardeman","Statistics; Emeritus Professor of Industrial and Manufacturing Systems Engineering; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Stephen C. Coon","Greenlee School of Journalism and Communication","RATE_MY_PROFESSORS","","","","","","",""
"Stephen D. Holland","Aerospace Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Stephen Gilbert","Industrial and Manufacturing Systems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Stephen Graham Sapp","Sociology and Criminal Justice","RATE_MY_PROFESSORS","","","","","","",""
"Stephen H. Howell","Genetics, Development, and Cell Biology; Charles F","RATE_MY_PROFESSORS","","","","","","",""
"Stephen J. Dinsmore","Natural Resource Ecology and Management","RATE_MY_PROFESSORS","","","","","","",""
"Stephen J. Marley","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Stephen K. Barnhart","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Stephen Kim","Marketing","RATE_MY_PROFESSORS","","","","","","",""
"Stephen M. Aigner","Sociology and Criminal Justice","RATE_MY_PROFESSORS","","","","","","",""
"Stephen Simpson","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Stephen T. Biggs","Philosophy and Religious Studies","RATE_MY_PROFESSORS","","","","","","",""
"Stephen Willson","Mathematics; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Sterling E. Taylor","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Steve Butler","Mathematics","RATE_MY_PROFESSORS","","","","","","",""
"Steve F. Russell","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Steve Warthen Martin","Materials Science and Engineering; Anson Marston Distinguished Professor in Engineering; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Steve Zoz","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Steven A. Carlson","Biomedical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Steven A. Freeman","Agricultural and Biosystems Engineering; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Steven Alan Whitham","Plant Pathology, Entomology, and Microbiology","RATE_MY_PROFESSORS","","","","","","",""
"Steven B. Cannon","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Steven D. Bell","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Steven D. Kawaler","Physics and Astronomy; Distinguished Professor in Liberal Arts and Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Steven E. Jungst","Natural Resource Ecology and Management","RATE_MY_PROFESSORS","","","","","","",""
"Steven Goodhue","Practice, Economics","RATE_MY_PROFESSORS","","","","","","",""
"Steven Harris","Plant Pathology, Entomology, and Microbiology","RATE_MY_PROFESSORS","","","","","","",""
"Steven J. Hoff","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Steven Johnson","Practice, Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Steven K. Mickelson","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Steven Koch","Earth, Atmosphere, and Climate","RATE_MY_PROFESSORS","","","","","","",""
"Steven M. Herrnstadt","Industrial Design; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Steven M. Lonergan","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"Steven Michael Kautz","Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Steven Olsen","Veterinary Microbiology and Preventive Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Steven Paul Bradbury","Natural Resource and Ecology Management","RATE_MY_PROFESSORS","","","","","","",""
"Steven R. Rodermel","Genetics, Development, and Cell Biology; Distinguished Professor in Liberal Arts and Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Steven Trabue","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Stewart Lee Burger","Apparel, Events, and Hospitality Management","RATE_MY_PROFESSORS","","","","","","",""
"Stewart W. Melvin","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Stoyan Tchaprazov","English","RATE_MY_PROFESSORS","","","","","","",""
"Stuart H. Huntington","Urban Planning and Development","RATE_MY_PROFESSORS","","","","","","",""
"Stuart J. Birrell","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Stuart Nielsen","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Subrahmanyam Venkata","Electrical, and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Sudhir Kumar","Biomedical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Sue Blodgett","Plant Pathology, Entomology, and Microbiology; Emerita Professor of Natural Resource Ecology and Management","RATE_MY_PROFESSORS","","","","","","",""
"Sue Ellen Haug","Music and Theatre","RATE_MY_PROFESSORS","","","","","","",""
"Sue P. Ravenscroft","Accounting","RATE_MY_PROFESSORS","","","","","","",""
"Sukrit Pal","Supply Chain Management","RATE_MY_PROFESSORS","","","","","","",""
"Suku Radia","Practice in Accounting","RATE_MY_PROFESSORS","","","","","","",""
"Sunde Nesbit","Psychology","RATE_MY_PROFESSORS","","","","","","",""
"Sung Yell Song","Mathematics","RATE_MY_PROFESSORS","","","","","","",""
"Sunghan Lee","Accounting","RATE_MY_PROFESSORS","","","","","","",""
"Sunghwan Kim","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Sunghyun Ryoo Kang","Graphic Design","RATE_MY_PROFESSORS","","","","","","",""
"Suning Zhang","Accounting","RATE_MY_PROFESSORS","","","","","","",""
"Suraj C. Kothari","Electrical and Computer Engineering; Professor of Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Surya Mallapragada","Chemical and Biological Engineering; Professor of Materials Science and Engineering; Anson Marston Distinguished Professor in Engineering; Associate Vice President of Research","RATE_MY_PROFESSORS","","","","","","",""
"Susan A. Johnson","Mathematics","RATE_MY_PROFESSORS","","","","","","",""
"Susan A. Vega-Garcia",,"RATE_MY_PROFESSORS","","","","","","",""
"Susan Diane Stewart","Sociology and Criminal Justice","RATE_MY_PROFESSORS","","","","","","",""
"Susan Elaine Cross","Psychology","RATE_MY_PROFESSORS","","","","","","",""
"Susan F. Yager","English; Morrill Professor","RATE_MY_PROFESSORS","","","","","","",""
"Susan Fleming","Marketing","RATE_MY_PROFESSORS","","","","","","",""
"Susan J. Lamont","Animal Science; Charles F","RATE_MY_PROFESSORS","","","","","","",""
"Susan L. Carlson","English","RATE_MY_PROFESSORS","","","","","","",""
"Susan Laehn","Political Science","RATE_MY_PROFESSORS","","","","","","",""
"Susan Lee Bradbury","Urban Planning and Development and Interim","RATE_MY_PROFESSORS","","","","","","",""
"Susan Long Carpenter","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"Susan Wohlsdorf-Arendt","Apparel, Events, and Hospitality Management; Professor of Food Science and Human Nutrition","RATE_MY_PROFESSORS","","","","","","",""
"Suzanne Bartholomae","Human Development and Family Studies","RATE_MY_PROFESSORS","","","","","","",""
"Suzanne Hendrich","Food Science and Human Nutrition; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Suzanne L. Mulet","Naval Science","RATE_MY_PROFESSORS","","","","","","",""
"Suzanne Slack","Horticulture","RATE_MY_PROFESSORS","","","","","","",""
"Suzanne Theresa Millman","Veterinary Diagnostic and Production Animal Medicine; Morrill Professor","RATE_MY_PROFESSORS","","","","","","",""
"THERESA M. McCORMICK","School of Education","RATE_MY_PROFESSORS","","","","","","",""
"THOMAS D. McGEE","Materials Science and Engineering; Emeritus Professor of Veterinary Clinical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"TIMOTHY McNICHOLL","Mathematics; Professor of Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Taegyu Hur","Marketing","RATE_MY_PROFESSORS","","","","","","",""
"Tamara Swor","Veterinary Clinical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Tami Brown-Brandl","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Tammy J. Slater","English","RATE_MY_PROFESSORS","","","","","","",""
"Tandalayo Kidd","Food Science and Human Nutrition; Associate","RATE_MY_PROFESSORS","","","","","","",""
"Taner Z. Sen","Genetics, Development, and Cell Biology","RATE_MY_PROFESSORS","","","","","","",""
"Tanja I. Opriessnig","Veterinary Diagnostic and Production Animal Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Tao Wang","History","RATE_MY_PROFESSORS","","","","","","",""
"Tathagata Basak","Mathematics","RATE_MY_PROFESSORS","","","","","","",""
"Ted Grevstad-Nordbrock","Urban Planning and Development","RATE_MY_PROFESSORS","","","","","","",""
"Telin Chung","Apparel, Events, and Hospitality Management","RATE_MY_PROFESSORS","","","","","","",""
"Tera R. Jordan","Human Development and Family Studies; Assistant Provost for Faculty Success","RATE_MY_PROFESSORS","","","","","","",""
"Terah Stewart","School of Education","RATE_MY_PROFESSORS","","","","","","",""
"Teresa A. Paschke","Art and Visual Culture","RATE_MY_PROFESSORS","","","","","","",""
"Terrence Meyer","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Terrence Thames","Practice, Greenlee School of Journalism and Communication","RATE_MY_PROFESSORS","","","","","","",""
"Terri Drumm Boylston","Food Science and Human Nutrition","RATE_MY_PROFESSORS","","","","","","",""
"Terry Allen Smay","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Terry Engelken","Veterinary Diagnostic and Production Animal Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Terry Houser","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"Terry J. Wipf","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Terry L. Besser","Sociology and Criminal Justice","RATE_MY_PROFESSORS","","","","","","",""
"Terry Lee Childers","Marketing","RATE_MY_PROFESSORS","","","","","","",""
"Terry Loecke","Natural Resource Ecology and Management","RATE_MY_PROFESSORS","","","","","","",""
"Tess Neal","Psychology","RATE_MY_PROFESSORS","","","","","","",""
"Thaddeus Brian Stanton","Veterinary Microbiology and Preventive Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Theodore B. Jr. Bailey","Statistics","RATE_MY_PROFESSORS","","","","","","",""
"Theodore H. Okiishi","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Theodore John Heindel","Mechanical Engineering; Professor of Chemical and Biological Engineering; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Theresa Beachler","Veterinary Diagnostic and Production Animal Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Theresa L. Windus","Chemistry","RATE_MY_PROFESSORS","","","","","","",""
"Theressa Nicole Cooper","Agricultural Education and Studies; Assistant","RATE_MY_PROFESSORS","","","","","","",""
"Thimmasettappa Thippeswamy","Biomedical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Thomas A. Bobik","Biochemistry, Biophysics, and Molecular Biology","RATE_MY_PROFESSORS","","","","","","",""
"Thomas A. Lograsso","Materials Science and Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Thomas A. Peterson","Genetics, Development, and Cell Biology; Emeritus Professor of Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Thomas A. Polito","Agricultural Education and Studies; Emeritus Assistant Professor of Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Thomas Andre","School of Education; Emeritus Professor of Psychology","RATE_MY_PROFESSORS","","","","","","",""
"Thomas B. Moorman","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Thomas C. Harrington","Plant Pathology, Entomology, and Microbiology; Professor of Natural Resource Ecology and Management","RATE_MY_PROFESSORS","","","","","","",""
"Thomas Chiou","Practice, Aerospace Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Thomas D. Glanville","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Thomas Detmer","Natural Resource Ecology and Management","RATE_MY_PROFESSORS","","","","","","",""
"Thomas E. Fenton","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Thomas Earl Daniels","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Thomas George Neppl","Practice in Landscape Architecture","RATE_MY_PROFESSORS","","","","","","",""
"Thomas Gielda","Aerospace Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Thomas H. Greiner","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Thomas Holme","Chemistry","RATE_MY_PROFESSORS","","","","","","",""
"Thomas I. Chacko","Management and Entrepreneurship","RATE_MY_PROFESSORS","","","","","","",""
"Thomas J. Baas","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"Thomas J. Baum","Plant Pathology, Entomology, and Microbiology; Charles F","RATE_MY_PROFESSORS","","","","","","",""
"Thomas J. Brumm","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Thomas J. Greenbowe","Chemistry; Emeritus Professor of School of Education; Morrill Professor","RATE_MY_PROFESSORS","","","","","","",""
"Thomas J. Rudolphi","Aerospace Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Thomas Koschny","Physics and Astronomy","RATE_MY_PROFESSORS","","","","","","",""
"Thomas L. Carson","Veterinary Diagnostic and Production Animal Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Thomas Lloyd Beell","Greenlee School of Journalism and Communication","RATE_MY_PROFESSORS","","","","","","",""
"Thomas Lubberstedt","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Thomas M. Isenhart","Natural Resource Ecology and Management","RATE_MY_PROFESSORS","","","","","","",""
"Thomas Mansell","Chemical and Biological Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Thomas Marvin Scott","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Thomas Paul Waldemer","World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"Thomas Ray Rogge","Aerospace Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Thomas S. Ingebritsen","Genetics, Development, and Cell Biology","RATE_MY_PROFESSORS","","","","","","",""
"Thomas Schrier","Apparel, Events, and Hospitality Management","RATE_MY_PROFESSORS","","","","","","",""
"Thomas W. Sappington","Plant Pathology, Entomology, and Microbiology","RATE_MY_PROFESSORS","","","","","","",""
"Thomas Wayne Jurik","Ecology, Evolution, and Organismal Biology","RATE_MY_PROFESSORS","","","","","","",""
"Tianshu Zheng","Apparel, Events, and Hospitality Management","RATE_MY_PROFESSORS","","","","","","",""
"Tichakorn Wongpiromsarn","Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Tiffany Antone","Music and Theatre","RATE_MY_PROFESSORS","","","","","","",""
"Tim Morgan","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Timothy A. Day","Biomedical Sciences; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Timothy A. Gray","Aerospace Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Timothy A. Reinhardt","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"Timothy A. Shepherd","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Timothy B. Parkin",,"RATE_MY_PROFESSORS","","","","","","",""
"Timothy Bigelow","Electrical and Computer Engineering; Associate Professor of Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Timothy G. Ellis","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Timothy Gartin","Accounting","RATE_MY_PROFESSORS","","","","","","",""
"Timothy J. Arand-Mcilrath","Art and Visual Culture","RATE_MY_PROFESSORS","","","","","","",""
"Timothy O. Borich","Urban Planning and Development","RATE_MY_PROFESSORS","","","","","","",""
"Timothy R. Derrick","Kinesiology and Health and Interim","RATE_MY_PROFESSORS","","","","","","",""
"Timothy S. Frana","Veterinary Diagnostic and Production Animal Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Timothy S. Wolters","History","RATE_MY_PROFESSORS","","","","","","",""
"Timothy W. Stewart","Natural Resource Ecology and Management","RATE_MY_PROFESSORS","","","","","","",""
"Tin-Shi Tam","Music and Theatre","RATE_MY_PROFESSORS","","","","","","",""
"Tina A. Coffelt","English","RATE_MY_PROFESSORS","","","","","","",""
"Tina Krug","Horticulture","RATE_MY_PROFESSORS","","","","","","",""
"Tina Rice",,"RATE_MY_PROFESSORS","","","","","","",""
"Todd Allen Jenks","Psychology","RATE_MY_PROFESSORS","","","","","","",""
"Todd Bell","Veterinary Pathology","RATE_MY_PROFESSORS","","","","","","",""
"Todd Kingston","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Todd Ortberg","Practice, Finance","RATE_MY_PROFESSORS","","","","","","",""
"Tom E. Loynachan","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Tom Riegel","Veterinary Clinical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Tom Sauer","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Tomas Gonzalez-Torres","Practice, Aerospace Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Tommy J. Barton","Chemistry; Distinguished Professor in Liberal Arts and Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Tong Wang","Food Science and Human Nutrition","RATE_MY_PROFESSORS","","","","","","",""
"Tonglu Li","World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"Tony Moton","Greenlee School of Journalism and Communication","RATE_MY_PROFESSORS","","","","","","",""
"Tonya Krueger",,"RATE_MY_PROFESSORS","","","","","","",""
"Torey Looft","Veterinary Microbiology and Preventive Medicine","RATE_MY_PROFESSORS","","","","","","",""
